Key,File,Type,english
buffAmnesiaFragileMemoryRemoveTooltip,buffs,Buffs,"You no longer have a [ff8000]Fragile Memory[-], thanks to [007fff]Trader Jen's Memory Boosters[-]"

buffAmnesiaMemoryLossName,buffs,Buffs,"Memory Loss"
buffAmnesiaMemoryLossDesc,buffs,Buffs,"You feel a sense that mistakes were made, but perhaps can find a more effective method of survival this time around.\n\n[007fff]Trader Jen's Memory Boosters[-] can be purchased from any trader to cure your [ff8000]Fragile Memory[-], which will provide a buffer against [ff007f]Memory Loss[-]."
buffAmnesiaMemoryLossTooltip,buffs,Buffs,"You experienced [ff007f]Memory Loss[-] due to being incapacitated"

buffAmnesiaPositiveOutlookName,buffs,Buffs,"Positive Outlook"
buffAmnesiaPositiveOutlookDesc,buffs,Buffs,"You're feeling especially positive about your situation and the future.\n\nSure, the world has gone to hell, but that doesn't mean your attitude needs to!\n\n[00ff80]XP Gain is Doubled!"
buffAmnesiaPositiveOutlookTooltip,buffs,Buffs,"Positive Outlook: [00ff80]XP Gain Doubled!"

buffAmnesiaBloodmoonLifeProtectionName,buffs,Buffs,"Blood Moon Life Protection"
buffAmnesiaBloodmoonLifeProtectionDesc,buffs,Buffs,"You feel something in the air that seems to provide you with a sense of peace and clarity of thought... perhaps this is the same 'something' causing the zombies to go wild.\n\n[00ff80]You [00ff80]CANNOT[-] lose memory or otherwise experience harm to your memory if you die during this event[-].\n\n... but still, try to play it safe.\n\nBefore level [007fff]{cvar(amnesiaLongTermMemoryLevel)}[-], this buff has no practical effect since your young, healthy brain wards off the mental impact of the apocalypse."
buffAmnesiaBloodmoonLifeProtectionTooltip,buffs,Buffs,"You [00ff80]CANNOT[-] lose memory if you die during this event"
buffAmnesiaBloodmoonLifeProtectionEndTooltip,buffs,Buffs,"Blood Moon Memory Protection [ff007f]HAS ENDED[-]"

drugAmnesiaMemoryBoosters,items,Medical,"Trader Jen's Memory Boosters"
drugAmnesiaMemoryBoostersDesc,items,Medical,"Ingesting this special drug/vitamin cocktail loaded with omega-3 fatty acids will stabilize a [ff8000]Fragile Memory[-].\n\n[007fff]Don't Forget, Get BOOSTED![-]\n - Trader Jen's Experimental Pharmaceuticals"

statStopsFragileMemory,ui_display,Item stat,"Cure Fragile Memory"


dialog_trader_response_background,Quest,Dialogs,"Can you give me some information? ([007fff]{cvar($LastPlayerLevel)}[-])"

dialog_trader_response_memory,Quest,Dialogs,"Can you help with my memory?"
dialog_trader_statement_memory,Quest,Dialogs,"Sure, what can I do for you? [ff8000]Listed prices are based on your level[-]."
dialog_trader_response_treatment,Quest,Dialogs,"Please treat my fragile memory. [[007fff]$5000[-]] [[007fff]${cvar($LastPlayerLevel)}[-]]"
dialog_trader_response_therapy,Quest,Dialogs,"Please help me to rethink my skills. [[007fff]$5000[-]]"

tipCannotAfford,buffs,Buffs,"[ff8000]You do not have the necessary funds[-] for this procedure. Please return when you do."
tipTreatmentNotNecessary,buffs,Buffs,"You have no need of Treatment since [00ff80]your memory is already healthy[-]. Please visit again if you acquire a [ff8000]Fragile Memory[-]."
tipTreatmentComplete,buffs,Buffs,"[00ff80]Your treatment is now complete[-] and your memory has returned to a health state. Please come again!"
tipTherapyComplete,buffs,Buffs,"[00ff80]Your therapy is now complete[-] and your skillpoints can be reassigned. Please come again!"

dialog_trader_statement_treatment,Quest,Dialogs,"All better!"
dialog_trader_statement_therapy,Quest,Dialogs,"You got it!"
